workerid,trial_type,min,max,question,sentence_type,response,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""single_trial""",NA,NA,NA,NA,"""Condition 1""","""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""one_slider""",NA,NA,NA,NA,0.99,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""one_slider""",NA,NA,NA,NA,0.99,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""one_slider""",NA,NA,NA,NA,0.99,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""sometimes""",0.01,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""usually""",0.87,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""generic""",0.87,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""negation""",0.87,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""always""",0.2,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""always""",0.38,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""usually""",0.66,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""generic""",0.3,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""negation""",0.65,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""multi_slider""",NA,NA,NA,"""sometimes""",0.27,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""vertical_slider""",0,10,"""How tall is tall?""",NA,0.99,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""vertical_slider""",10,20,"""How tall is tall?""",NA,0.99,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""vertical_slider""",20,30,"""How tall is tall?""",NA,1,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""vertical_slider""",30,40,"""How tall is tall?""",NA,1,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""vertical_slider""",40,50,"""How tall is tall?""",NA,0.39,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
0,"""vertical_slider""",50,60,"""How tall is tall?""",NA,0.39,"""English""","""1""","""Female""","""27""","""no""","""""","""Yes""","""yes""","""3""","""Mac""",900,1440,"""Safari""","""3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""34PM2WU5WA20W4SFNRQX3CP2TGHRAI""","""a title to show to turkers""","""a description to show to turkers""","""language research stanford fun cognitive science university explanations""","""$0.00""","""Wed Apr 04 16:26:42 PDT 2018""","""1""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Fri May 04 16:26:42 PDT 2018""","""https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VEI3XUCZRMNUHPYJI2D9RL7XPTPRJ""","""3QL2OFSM977M7EMWB84S4RD67I2NCN""",0,"""Submitted""","""Thu Apr 05 09:13:17 PDT 2018""","""Wed Apr 04 16:31:12 PDT 2018""","""Wed Apr 04 16:33:17 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""2.0248166666666667"""
